,Rank,Key,ScoreNorm,Score
58,40,Simposio Brasileiro de Jogos e Entretenimento Digital,0.05050505050505057,0.002308402585410913
59,40,Simposio Brasileiro Pesquisa Operacional SBPO,0.05050505050505057,0.002308402585410913
60,40,Simposio Brasileiro Seguranca Informacao Sistemas Computacionais,0.05050505050505047,0.0023084025854109087
61,40,Simposio Brasileiro Sistemas Multimidia Hipermidia,0.050505050505050345,0.002308402585410903
62,40,Simposio Brasileiro Sistemas Multimidia Web WebMedia,0.05050505050505047,0.0023084025854109087
63,40,Theoretical Computer Science,0.05050505050505049,0.0023084025854109096
64,40,Workshop Latino Americano Digital Interativa,0.050505050505050345,0.002308402585410903
65,66,Bioinformatics (Oxford. Print),0.04040404040404048,0.0018467220683287316
66,66,Brazilian Symposium Bioinformatics BSB,0.040404040404040574,0.0018467220683287362
67,66,"Conference on Graphics, Patterns and Images",0.04040404040404038,0.001846722068328727
68,66,CSBC Congresso Sociedade Brasileira Computacao,0.040404040404040574,0.0018467220683287362
69,66,Electronic Notes in Discrete Mathematics,0.04040404040404048,0.0018467220683287316
70,66,EURO European Conference Operational Research,0.040404040404040574,0.0018467220683287362
71,66,European Conference Machine Learning Principles Practice Knowledge Discovery Databases,0.04040404040404038,0.001846722068328727
72,66,European Journal of Operational Research,0.040404040404040574,0.0018467220683287362
73,66,IEEE International Conference on Robotics and Automation,0.04040404040404038,0.001846722068328727
74,66,Information and Software Technology,0.04040404040404038,0.001846722068328727
75,66,International Conference Software Engineering ICSE,0.04040404040404033,0.001846722068328725
76,66,Multimedia Tools and Applications,0.04040404040404028,0.0018467220683287227
77,66,Pattern Recognition Letters,0.04040404040404033,0.001846722068328725
78,66,Revista de Informatica Teorica e Aplicada (Impresso),0.04040404040404038,0.001846722068328727
79,66,Sibgrapi Conference Graphics Patterns Images,0.04040404040404035,0.001846722068328726
80,66,Simposio Brasileiro de Engenharia de Software,0.0404040404040403,0.0018467220683287236
81,66,Simposio Brasileiro de Linguagens de Programacao,0.04040404040404036,0.0018467220683287262
82,66,Simposio Brasileiro Linguagens Programacao SBLP,0.04040404040404036,0.0018467220683287262
83,66,Simposio Brasileiro Redes Computadores,0.04040404040404043,0.0018467220683287295
84,66,Simposio Brasileiro Sistemas Colaborativos SBSC,0.040404040404040456,0.0018467220683287306
85,66,Symposium Applied Computing,0.0404040404040403,0.0018467220683287236
86,66,Symposium Virtual Augmented Reality SVR,0.04040404040404028,0.0018467220683287227
87,66,Workshop Anual MPS WAMPS,0.040404040404040574,0.0018467220683287362
88,66,Workshop Brazilian Institute Web Science Research,0.04040404040404043,0.0018467220683287295
89,66,Workshop Thesis Dissertations SIBGRAPI,0.04040404040404038,0.001846722068328727
90,91,ACM conference,0.030303030303030287,0.0013850415512465454
91,91,"ACM International Conference on Modeling, Analysis and Simulation of Wireless and Mobile Systems",0.030303030303030287,0.0013850415512465454
92,91,ACM SIGCHI Conference Human Factors Computing Systems,0.030303030303030287,0.0013850415512465454
93,91,ACM Symposium Applied Computing SAC,0.03030303030303021,0.001385041551246542
94,91,ACM Symposium on Applied Computing,0.03030303030303033,0.0013850415512465476
95,91,Ad Hoc Networks,0.030303030303030287,0.0013850415512465454
96,91,Annals of Operation Research,0.030303030303030356,0.0013850415512465487
97,91,Annual ACM Symposium,0.03030303030303023,0.001385041551246543
98,91,Brazilian Symposium Artificial Intelligence SBIA,0.03030303030303023,0.001385041551246543
99,91,Brazilian Symposium Games Digital Entertainment,0.03030303030303023,0.001385041551246543
100,91,Brazilian Symposium Games Digital Entertainment SBGAMES,0.03030303030303021,0.001385041551246542
101,91,Cologne Twente Workshop Graphs Combinatorial Optimization CTW,0.030303030303030436,0.0013850415512465524
102,91,Computer Communications,0.030303030303030287,0.0013850415512465454
103,91,Conference Graphics Patterns Images SIBGRAPI,0.03030303030303023,0.001385041551246543
104,91,Congreso Latino Iberoamericano Investigacion Operativa Simposio Brasileiro Pesquisa Operacional,0.030303030303030287,0.0013850415512465454
105,91,Congresso Brasileiro Software Teoria Pratica,0.030303030303030287,0.0013850415512465454
106,91,Congresso Sociedade Brasileira Computacao Concurso Teses Dissertacoes,0.030303030303030436,0.0013850415512465524
107,91,European Conference on Software Maintenance and Reengineering,0.030303030303030287,0.0013850415512465454
108,91,Forum Educacao Engenharia Software,0.03030303030303023,0.001385041551246543
109,91,Genetic Evolutionary Computation Conference GECCO,0.030303030303030287,0.0013850415512465454
110,91,IADIS International Conference Society,0.030303030303030436,0.0013850415512465524
111,91,IEEE Conference on Local Computer Networks,0.030303030303030287,0.0013850415512465454
112,91,IEEE International Conference Cyber Physical Social Computing,0.030303030303030287,0.0013850415512465454
113,91,IEEE International Conference Intelligent Robots Systems,0.030303030303030287,0.0013850415512465454
114,91,IEEE International Conference on Cloud Computing,0.030303030303030287,0.0013850415512465454
115,91,"IEEE Transactions on Systems, Man and Cybernetics. Part B. Cybernetics",0.030303030303030287,0.0013850415512465454
116,91,Information Systems (Oxford),0.030303030303030287,0.0013850415512465454
117,91,INOC International Network Optimization Conference,0.030303030303030287,0.0013850415512465454
118,91,Integrated Computer-Aided Engineering,0.030303030303030287,0.0013850415512465454
119,91,International Conference Aspect Oriented Software Development AOSD,0.03030303030303023,0.001385041551246543
120,91,International Conference on Aspect--Oriented Software Development,0.03030303030303021,0.001385041551246542
121,91,International Conference Software Engineering Knowledge Engineering SEKE,0.030303030303030262,0.0013850415512465443
122,91,International Conference Web Engineering ICWE,0.03030303030303021,0.001385041551246542
123,91,International Symposium Leveraging Applications Formal Methods Verification Validation ISoLA,0.030303030303030287,0.0013850415512465454
124,91,Journal Information Data Management,0.030303030303030436,0.0013850415512465524
125,91,Latin American Workshop Aspect Oriented Software Development WASP,0.03030303030303023,0.001385041551246543
126,91,Latin Ibero American Conference Operations Research Brazilian Symposium Operations Research,0.030303030303030436,0.0013850415512465524
127,91,"Networks (New York, N.Y. Print)",0.030303030303030384,0.00138504155124655
128,91,Operations Research Letters,0.030303030303030356,0.0013850415512465487
129,91,Optimization (Online),0.030303030303030436,0.0013850415512465524
130,91,Performance Evaluation Review,0.030303030303030436,0.0013850415512465524
131,91,"Physical Review. E, Statistical, Nonlinear, and Soft Matter Physics (Print)",0.030303030303030436,0.0013850415512465524
132,91,Proceedings of the VLDB Endowment,0.03030303030303033,0.0013850415512465476
133,91,Revista Brasileira de Redes de Computadores e Sistemas Distribuidos,0.030303030303030262,0.0013850415512465443
134,91,SBC Journal Interactive Systems,0.03030303030303021,0.001385041551246542
135,91,SBGames,0.03030303030303021,0.001385041551246542
136,91,SBSC CRIWG SIMPOSIO BRASILEIRO SISTEMAS COLABORATIVOS,0.030303030303030436,0.0013850415512465524
137,91,SBSI Simposio Brasileiro Sistemas Informacao,0.030303030303030436,0.0013850415512465524
138,91,Science Workshop,0.030303030303030436,0.0013850415512465524
139,91,SDPS International Conference Transformative Science Engineering Business Innovation,0.030303030303030436,0.0013850415512465524
140,91,SIBGRAPI Conference Graphics Patterns Images SIBGRAPI,0.030303030303030436,0.0013850415512465524
141,91,Simposio Brasileiro Computacao Grafica Processamento Imagens,0.030303030303030287,0.0013850415512465454
142,91,Simposio Brasileiro Games Entretenimento Digital,0.03030303030303021,0.001385041551246542
143,91,Simposio Brasileiro Qualidade Software SBQS,0.03030303030303033,0.0013850415512465476
144,91,Simposio Brasileiro Sistemas Multimidia Web Webmedia,0.030303030303030287,0.0013850415512465454
145,91,Symposium on Virtual and Augmented Reality,0.03030303030303021,0.001385041551246542
146,91,Triennial Conference International Federation Operational Research,0.030303030303030436,0.0013850415512465524
147,91,Workshop Assessment Contemporary Modularization Techniques ACoM,0.03030303030303023,0.001385041551246543
148,91,Workshop Autonomous Software Systems AutoSoft contexto CBSoft,0.03030303030303021,0.001385041551246542
149,91,Workshop Desempenho Sistemas Computacionais Comunicacao WPerformance,0.030303030303030436,0.0013850415512465524
150,91,Workshop Manutencao Software Moderna,0.030303030303030287,0.0013850415512465454
151,91,Workshop Mineiro Sistemas Informacao WMSI,0.030303030303030287,0.0013850415512465454
152,91,Workshop Realidade Virtual Aumentada WRVA,0.03030303030303021,0.001385041551246542
153,91,Workshop School Quantum Computation Information,0.030303030303030436,0.0013850415512465524
154,155,ACM Conference Hypertext Social Media,0.02020202020202019,0.0009233610341643635
155,155,ACM Conference Information Knowledge Management,0.02020202020202019,0.0009233610341643635
156,155,ACM Conference Information Knowledge Management CIKM,0.02020202020202019,0.0009233610341643635
157,155,ACM KNOWL DISCOV,0.02020202020202019,0.0009233610341643635
158,155,ACM SIGMOD International Conference Management Data,0.02020202020202019,0.0009233610341643635
159,155,ACM Symposium Performance Evaluation Wireless hoc Sensor Ubiquitous Networks,0.02020202020202019,0.0009233610341643635
160,155,Advances in Computers,0.020202020202020287,0.0009233610341643681
161,155,Advances Software Engineering,0.02020202020202019,0.0009233610341643635
162,155,Alberto Mendelzon International Workshop on Foundations of Data Management,0.020202020202020166,0.0009233610341643625
163,155,AMW Alberto Mendelzon Workshop Foundations Data Management,0.02020202020202019,0.0009233610341643635
164,155,Annals of Operations Research (Dordrecht. Online),0.02020202020202024,0.0009233610341643658
165,155,Annual ACM SIGIR Conference,0.02020202020202019,0.0009233610341643635
166,155,Annual Collaboration Electronic messaging Anti Abuse Spam Conference,0.02020202020202019,0.0009233610341643635
167,155,Annual Collaboration Electronic messaging Anti Abuse Spam Conference CEAS,0.02020202020202019,0.0009233610341643635
168,155,Annual IEEE Conference Local Computer Networks IEEE LCN,0.02020202020202019,0.0009233610341643635
169,155,Annual IEEE Software Engineering Workshop,0.02020202020202014,0.0009233610341643614
170,155,AOSD Companion,0.02020202020202014,0.0009233610341643614
171,155,ASEE IEEE Frontiers Education Conference,0.02020202020202019,0.0009233610341643635
172,155,Brazilian Meeting Bayesian Statistics EBEB,0.02020202020202019,0.0009233610341643635
173,155,Brazilian Symposium Computer Games Digital Entertainment,0.02020202020202024,0.0009233610341643658
174,155,Brazilian Symposium Games Digital Entertainment SBGames,0.02020202020202014,0.0009233610341643614
175,155,Brazilian Symposium GeoInformatics,0.020202020202020166,0.0009233610341643625
176,155,Brazilian Symposium on Bioinformatics,0.02020202020202024,0.0009233610341643658
177,155,Brazilian Symposium Software Components Software Architecture Reuse SBCARS,0.02020202020202014,0.0009233610341643614
178,155,Brazilian Workshop Social Network Analysis Mining BraSNAM,0.020202020202020287,0.0009233610341643681
179,155,Business Process Management Journal,0.02020202020202014,0.0009233610341643614
180,155,CBIS Congresso Brasileiro Informatica Saude,0.020202020202020287,0.0009233610341643681
181,155,CBSoft Secao Demonstracao Ferramentas,0.02020202020202019,0.0009233610341643635
182,155,Challenges eScience Workshop,0.020202020202020287,0.0009233610341643681
183,155,Companion High Performance Computing Networking Storage Analysis SCC,0.020202020202020287,0.0009233610341643681
184,155,Computers in Biology and Medicine,0.02020202020202014,0.0009233610341643614
185,155,Concurso Teses Dissertacoes,0.02020202020202019,0.0009233610341643635
186,155,Concurso Teses Dissertacoes Inteligencia Artificial CTDIA,0.020202020202020287,0.0009233610341643681
187,155,Conferencia IADIS Ibero Americana WWW INTERNET,0.02020202020202024,0.0009233610341643658
188,155,Congresso Brasileiro de Inteligencia Computacional,0.02020202020202019,0.0009233610341643635
189,155,Congresso Brasileiro Informatica Saude CBIS,0.02020202020202014,0.0009233610341643614
190,155,Congresso Brasileiro Software Teoria Pratica CBSoft Simposio Brasileiro Engenharia Software SBES,0.02020202020202014,0.0009233610341643614
191,155,Congresso Iberoamericano Software Engineering CIBSE,0.020202020202020287,0.0009233610341643681
192,155,Congresso Internacional Software Livre Governo Eletronico,0.020202020202020214,0.0009233610341643647
193,155,Current Protocols in Bioinformatics,0.020202020202020287,0.0009233610341643681
194,155,Discrete Mathematics,0.020202020202020287,0.0009233610341643681
195,155,Doctoral Symposium International Conference Software Engineering ICSE,0.02020202020202014,0.0009233610341643614
196,155,Empirical Software Engineering,0.02020202020202014,0.0009233610341643614
197,155,Encontro Regional Matematica Aplicada Computacional,0.020202020202020287,0.0009233610341643681
198,155,EUROMICRO Conference on Digital System Design,0.020202020202020287,0.0009233610341643681
199,155,European Conference Machine Learning Principles Practice Knowledge Discovery Databases ECML PKDD,0.02020202020202019,0.0009233610341643635
200,155,European Conference on Software Architecture,0.02020202020202014,0.0009233610341643614
201,155,European Joint Conferences Theory Practice Software,0.02020202020202019,0.0009233610341643635
202,155,European Symposium Artificial Neural Networks Computational Intelligence Machine Learning,0.020202020202020287,0.0009233610341643681
203,155,EUROPT Workshop,0.020202020202020287,0.0009233610341643681
204,155,EUROPT Workshop Advances Continuous Optimization,0.020202020202020287,0.0009233610341643681
205,155,Experimental Software Engineering Latin American Workshop ESELAW,0.020202020202020287,0.0009233610341643681
206,155,Expert Systems with Applications,0.02020202020202024,0.0009233610341643658
207,155,Forum Educacao Engenharia Software Congresso Brasileiro Software Teoria Pratica CBSoft,0.020202020202020287,0.0009233610341643681
208,155,French Combinatorial Conference,0.020202020202020287,0.0009233610341643681
209,155,Future Generation Computer Systems,0.020202020202020287,0.0009233610341643681
210,155,Geoinformatica (Dordrecht),0.02020202020202024,0.0009233610341643658
211,155,Global Optimization Workshop,0.02020202020202024,0.0009233610341643658
212,155,Golbal Optimization Workshop,0.020202020202020287,0.0009233610341643681
213,155,IADIS International Conference Information Systems,0.020202020202020287,0.0009233610341643681
214,155,Iadis International Conference WWW Internet,0.02020202020202019,0.0009233610341643635
215,155,Ibero American Conference Software Engineering CIBSE,0.020202020202020287,0.0009233610341643681
216,155,IEEE Computer Software Applications Conference COMPSAC,0.02020202020202014,0.0009233610341643614
217,155,IEEE Graphics Patterns Images Sibgrapi,0.020202020202020287,0.0009233610341643681
218,155,IEEE Intelligent Systems,0.02020202020202014,0.0009233610341643614
219,155,IEEE International Conference on Communications,0.02020202020202019,0.0009233610341643635
220,155,IEEE International Conference on Program Comprehension,0.02020202020202014,0.0009233610341643614
221,155,IEEE International Conference Systems Man Cybernetics IEEE SMC,0.020202020202020287,0.0009233610341643681
222,155,IEEE International Conference Workshops Engineering Computer Based Systems,0.02020202020202014,0.0009233610341643614
223,155,IEEE International Conference Workshops Engineering Computer Based Systems ECBS,0.02020202020202014,0.0009233610341643614
224,155,IEEE International Joint Conference Neural Networks IJCNN,0.02020202020202019,0.0009233610341643635
225,155,IEEE Software,0.02020202020202024,0.0009233610341643658
226,155,IEEE Transactions on Software Engineering,0.020202020202020166,0.0009233610341643625
227,155,IEEE Virtual Reality,0.02020202020202014,0.0009233610341643614
228,155,IEEE World Congress on Computational Intelligence,0.02020202020202019,0.0009233610341643635
229,155,IET Software (Print),0.02020202020202024,0.0009233610341643658
230,155,IFCS DAGM GfKl,0.020202020202020287,0.0009233610341643681
231,155,Information Processing & Management,0.02020202020202019,0.0009233610341643635
232,155,Information Processing Letters (Print),0.02020202020202024,0.0009233610341643658
233,155,INFORMS ANNUAL MEETING,0.020202020202020287,0.0009233610341643681
234,155,Interfaces (Providence),0.020202020202020166,0.0009233610341643625
235,155,International Conference Agents Artificial Intelligence ICAART,0.02020202020202014,0.0009233610341643614
236,155,International Conference Autonomic Autonomous Systems ICAS,0.020202020202020287,0.0009233610341643681
237,155,International Conference Cinema Art Technology Communications,0.02020202020202019,0.0009233610341643635
238,155,International Conference Computing Networking Communications,0.02020202020202019,0.0009233610341643635
239,155,International Conference Inductive Logic Programming ILP,0.020202020202020287,0.0009233610341643681
240,155,International Conference Model Driven Engineering Languages Systems MODELS,0.02020202020202014,0.0009233610341643614
241,155,International Conference on Computer Supported Cooperative Work in Design,0.020202020202020287,0.0009233610341643681
242,155,International Conference On Concept Lattices and Their Applications,0.02020202020202019,0.0009233610341643635
243,155,International Conference on Enterprise Information Systems,0.02020202020202019,0.0009233610341643635
244,155,"International Conference on Mobile, Hybrid, and On--line Learning",0.020202020202020287,0.0009233610341643681
245,155,International Conference on Pattern Recognition,0.02020202020202019,0.0009233610341643635
246,155,International Conference on Software Engineering and Knowledge Engineering,0.020202020202020287,0.0009233610341643681
247,155,International Conference on Theory and Practice of Digital Libraries,0.02020202020202019,0.0009233610341643635
248,155,International Conference on Web Information Systems and Technologies,0.020202020202020166,0.0009233610341643625
249,155,International Conference Ontologies DataBases Applications Semantics ODBASE,0.02020202020202014,0.0009233610341643614
250,155,International Database Engineering Applications Symposium IDEAS,0.02020202020202014,0.0009233610341643614
251,155,International Journal for Numerical Methods in Engineering (Print),0.02020202020202014,0.0009233610341643614
252,155,International Journal of Business Process Integration and Management (Print),0.020202020202020287,0.0009233610341643681
253,155,International Journal on Software Tools for Technology Transfer (Print),0.02020202020202019,0.0009233610341643635
254,155,International Journal Virtual Reality,0.02020202020202014,0.0009233610341643614
255,155,International Provenance Annotation Workshop IPAW,0.020202020202020214,0.0009233610341643647
256,155,International Software Product Line Conference SPLC,0.02020202020202014,0.0009233610341643614
257,155,International Symposium Computer Architecture,0.02020202020202019,0.0009233610341643635
258,155,International Symposium Computer Performance Modeling Measurements Evaluation PERFORMANCE,0.020202020202020287,0.0009233610341643681
259,155,International Symposium Empirical Software Engineering Measurement ESEM,0.020202020202020214,0.0009233610341643647
260,155,International Symposium Experimental Algorithms,0.02020202020202019,0.0009233610341643635
261,155,International Workshop,0.020202020202020287,0.0009233610341643681
262,155,International Workshop Empirical Evaluation Composition Techniques ESCOT,0.02020202020202014,0.0009233610341643614
263,155,ISMP International Symposium Mathematical programming,0.020202020202020287,0.0009233610341643681
264,155,iStar,0.02020202020202014,0.0009233610341643614
265,155,Journal Computational Methods Sciences Engineering,0.02020202020202019,0.0009233610341643635
266,155,Journal of Applied Computing Research,0.02020202020202019,0.0009233610341643635
267,155,Journal of Computational and Applied Mathematics,0.020202020202020287,0.0009233610341643681
268,155,Journal of Optimization Theory and Applications,0.020202020202020287,0.0009233610341643681
269,155,Journal of Parallel and Distributed Computing (Print),0.02020202020202019,0.0009233610341643635
270,155,Journal of the American Society for Information Science and Technology (Print),0.02020202020202019,0.0009233610341643635
271,155,Journal of The Brazilian Computer Society (Online),0.020202020202020214,0.0009233610341643647
272,155,Journal of Theoretical Biology,0.02020202020202024,0.0009233610341643658
273,155,Journal of Universal Computer Science (Online),0.020202020202020214,0.0009233610341643647
274,155,Journal of Visual Languages and Computing,0.02020202020202014,0.0009233610341643614
275,155,Lagos Latin American Algorithms Graphs Optimization Symposium,0.02020202020202019,0.0009233610341643635
276,155,LAIO SBPO Congreso Latino Iberoamericano Investigacion Operativa Simposio Brasileiro Pesquisa Operacional,0.02020202020202019,0.0009233610341643635
277,155,Latin American Workshop Cliques Graphs LAWCG,0.020202020202020287,0.0009233610341643681
278,155,Latin Ibero American Conference Operations Research XLIVSBPO,0.020202020202020287,0.0009233610341643681
279,155,Lecture Notes in Computer Science,0.02020202020202024,0.0009233610341643658
280,155,Leveraging Applications Formal Methods Verification Validation ISoLA,0.02020202020202014,0.0009233610341643614
281,155,Microprocessors and Microsystems,0.020202020202020287,0.0009233610341643681
282,155,Nature (London),0.02020202020202019,0.0009233610341643635
283,155,NetSci,0.020202020202020287,0.0009233610341643681
284,155,Nonlinear Analysis,0.020202020202020287,0.0009233610341643681
285,155,Pattern Recognition,0.020202020202020287,0.0009233610341643681
286,155,"Physical Review. B, Condensed Matter and Materials Physics",0.020202020202020287,0.0009233610341643681
287,155,Proteomics Weinheim Print,0.020202020202020287,0.0009233610341643681
288,155,Revista Brasileira de Historia da Ciencia,0.020202020202020214,0.0009233610341643647
289,155,SAC Symposium Applied Computing,0.02020202020202014,0.0009233610341643614
290,155,SBAC PAD,0.02020202020202019,0.0009233610341643635
291,155,SBCCI,0.02020202020202019,0.0009233610341643635
292,155,SBGames Simposio Brasileiro Jogos Entretenimento Digital,0.02020202020202014,0.0009233610341643614
293,155,SBQS,0.02020202020202019,0.0009233610341643635
294,155,Science of Computer Programming (Print),0.020202020202020166,0.0009233610341643625
295,155,Scientiarum Historia,0.020202020202020287,0.0009233610341643681
296,155,Seminario Nacional Historia Ciencia Tecnologia Congresso Latino Americano Historia Ciencia Tecnologia,0.020202020202020287,0.0009233610341643681
297,155,SEMISH Seminario Integrado Software Hardware,0.020202020202020166,0.0009233610341643625
298,155,Sensors (Basel),0.02020202020202019,0.0009233610341643635
299,155,SHIALC Simposio Historia Informatica America Latina Caribe conjunto com Conferencia Latinoamericana Informatica,0.020202020202020287,0.0009233610341643681
300,155,SIAM Journal on Discrete Mathematics,0.020202020202020287,0.0009233610341643681
301,155,Simposio Brasileiro Banco Dados Sessao Demos,0.02020202020202019,0.0009233610341643635
302,155,"Simposio Brasileiro de Componentes, Arquiteturas e Reutilizacao de Software",0.02020202020202024,0.0009233610341643658
303,155,Simposio Brasileiro de Metodos Formais,0.02020202020202019,0.0009233610341643635
304,155,Simposio Brasileiro Fatores Humanos Sistemas Computacionais Conferencia Latino Americana Interacao Humano Computador,0.02020202020202019,0.0009233610341643635
305,155,Simposio Brasileiro Games Entretenimento DIgital SBGAMES,0.020202020202020287,0.0009233610341643681
306,155,Simposio Brasileiro Games Entretenimento Digital SBGames,0.02020202020202024,0.0009233610341643658
307,155,Simposio Brasileiro Informatica Educacao Workshop sobre Informatica Escola SBIE WIE,0.020202020202020287,0.0009233610341643681
308,155,Simposio Brasileiro Inteligencia Artificial SBIA,0.02020202020202014,0.0009233610341643614
309,155,Simposio Brasileiro Qualidade Software Concurso Teses Dissertacoes Qualidade Software,0.020202020202020287,0.0009233610341643681
310,155,Simposio Brasileiro Sistemas Informacao SBSI Cidades Inteligentes,0.020202020202020287,0.0009233610341643681
311,155,Simposio Brasileiro sobre Fatores Humanos Sistemas Computacao,0.02020202020202014,0.0009233610341643614
312,155,Simposio Brasileiros Componentes Arquiteturas Reutilizacao Software,0.020202020202020287,0.0009233610341643681
313,155,Simposio Pesquisa Operacional Logistica Marinha,0.02020202020202019,0.0009233610341643635
314,155,SMC IEEE International Conference Systems Man Cybernetics,0.020202020202020287,0.0009233610341643681
315,155,Software Engineering Education Training CSEE,0.020202020202020166,0.0009233610341643625
316,155,"Software, Practice & Experience (Print)",0.02020202020202014,0.0009233610341643614
317,155,STOPROGR International Workshop Stochastic Programming Implementation Advanced Applications,0.020202020202020287,0.0009233610341643681
318,155,TaPP Theory Practice Provenance,0.020202020202020287,0.0009233610341643681
319,155,The Visual Computer,0.020202020202020214,0.0009233610341643647
320,155,TOPI workshop Developing tools plug ins,0.02020202020202014,0.0009233610341643614
321,155,Transactions in GIS (Print),0.02020202020202019,0.0009233610341643635
322,155,Workshop Anual MPS WAMPS Sessao Ferramentas,0.020202020202020287,0.0009233610341643681
323,155,Workshop Applications Multi Many Core Architectures,0.020202020202020287,0.0009233610341643681
324,155,Workshop Brasileiro Visualizacao Software Congresso Brasileiro Software Teoria Pratica CBSoft,0.020202020202020287,0.0009233610341643681
325,155,Workshop de Computacao Aplicada a Gestao do Meio Ambiente e Recursos Naturais,0.02020202020202024,0.0009233610341643658
326,155,Workshop de Engenharia de Requisitos,0.02020202020202014,0.0009233610341643614
