,Name,Database pscore norm,Database year norm,Database year combined norm
159,Nanyang Technological University,122.140890585,15.9842634245,1004439.6617
160,University of Waterloo,148.021189684,19.6903680244,1465642.22004
161,Western University,19.2694910941,0.0830343929392,747.996334037
162,University of Nebraska,16.7626349096,0.216859746972,2471.09155182
163,Victoria University of Wellington,7.83494486853,0.0320684691841,158.718911659
164,University of Queensland,123.625597964,18.4316457617,2148443.21793
165,Indiana University-Purdue University Indianapolis,,,
166,Chulalongkorn University,0.903816793893,0.0,0.0
167,University of Pittsburgh,53.1302544529,3.74769705444,206119.712908
168,University of Michigan,143.639017958,17.0356399069,2902000.5967
169,IIT Madras,13.3558778626,0.0741182724221,387.044670994
170,City University of New York,,,
171,University of British Columbia,89.312173363,9.68092562122,950941.231043
172,Queen’s University,18.8175305949,0.095313636363,1000.0983342
173,Virginia Commonwealth University,3.30147219193,0.0,0.0
174,Polytechnic University of Catalonia,15.4888719254,0.312775421903,4269.38450898
175,Emory University,20.0744529262,0.449389026018,6096.79221775
176,Ecole Normale Superieure de Cachan,52.753078434,5.99900646903,664199.35596
177,Georgetown University,24.8347752332,0.760353732103,12645.034057
178,Binghamton University,25.9032315522,1.13476392557,69422.2215372
179,University of Otago,2.82968617472,0.0,0.0
180,VU Amsterdam,32.2597794741,0.0152934860592,263.770451165
181,McMaster University,11.0534944869,0.932896621937,11506.3615808
182,Monash University,24.5254961832,0.00852028397443,21.9340092184
183,Tel Aviv University,88.6788828305,11.7081182062,1143696.67137
184,Boise State University,4.25325699746,0.0933256479841,292.370284469
185,Drexel University,10.7380205037,1.9228319508,41912.2918574
186,Boston College,10.8084393554,0.689904522468,13169.5874294
187,University of Bristol,5.1550466497,0.0012789156824,1.59225002459
188,University of Kent,6.7893625628,0.0187578986316,50.9278279714
189,Politecnico di Milano,92.9197019928,3.51485568376,167568.906009
190,Australian National University,28.3206191688,0.0458397619575,303.949671172
191,Toyota Technological Institute at Chicago,3.39809160305,0.0,0.0
192,Technion-Israel Institute of Technology,83.6057991034,4.46542086608,141497.14377
193,TU Delft,25.0213564764,0.286174130839,1738.54332864
194,University of Minnesota,128.563253968,7.72960511254,667619.623919
195,New Mexico State University,7.43617472434,0.137925501108,780.626831303
196,Pennsylvania State University,90.3738195477,2.71608956304,129224.557364
197,TU Dresden,74.5965055131,7.84220045952,907153.715045
198,University of Salerno,17.8795759118,0.0,0.0
199,Washington University in St. Louis,14.6740542833,0.0323351563036,217.896325133
200,McGill University,24.9598216965,0.958462869099,21493.7923156
201,Naval Postgraduate School,17.3141221374,0.131190907033,1550.26712498
202,University of Edinburgh,124.814031261,15.9372897754,1054392.06828
203,RWTH Aachen,44.3204749788,0.536970885332,20157.3917476
204,University of Bath,3.44611535199,0.0,0.0
205,IIT Kharagpur,10.590178117,0.00371331510007,7.24839107533
206,University of Melbourne,69.4530788804,3.16189742157,87637.3973564
207,IMDEA Software Institute,3.08280615907,0.0,0.0
208,University of Sydney,40.1320937841,2.58075333376,77075.8022857
209,University of North Carolina,22.2053914085,0.0522098867318,449.326277678
210,IIIT Delhi,7.10873621713,0.040004147288,268.253836853
211,University of Nevada,1.47111111111,0.0,0.0
212,Concordia University,19.1751993215,0.875696177793,15342.4258895
213,IISc Bangalore,40.6894147583,4.01880451076,273123.151902
214,Rochester Institute of Technology,8.55730643402,0.0583043110262,115.826617893
215,DIKU,8.57148430874,0.0182566775125,167.979689792
216,Chulalongkorn Uniersity,0.0226463104326,0.0,0.0
217,Worcester Polytechnic Institute,105.141060221,12.8381190972,1797423.7056
218,IST Austria,6.13278102081,0.0,0.0
219,University College London,32.7809499576,0.0274357879963,113.592061371
220,Columbia University,105.877551799,10.0702021557,662689.868088
221,Massey University,4.84789523454,0.0273822177198,152.683246006
222,University of Miami,5.16255301103,0.0134252364638,154.712425008
223,IIT Roorkee,2.44020356234,0.0580506981388,384.063418886
224,University of Tartu,8.5991942324,0.0514031091013,558.602226742
225,University of Victoria,12.2974075161,0.100116045028,674.896744696
226,Carleton University,24.4547243427,0.212035205115,1799.09195574
227,Athens University of Economics and Business,53.1728159457,6.01163043409,310526.059059
228,Texas A&M University,29.7768675824,0.0803156292954,1370.18463578
229,EPFL,115.379029301,15.3548113624,1161349.96896
230,Bar-Ilan University,22.253163698,1.23947617673,16517.7376315
231,University of Maryland-College Park,154.743597414,16.3882293153,1038902.39253
232,IIT Kanpur,19.7447667515,1.04867841129,18544.867083
233,University of Adelaide,14.7893129771,0.097327679755,1441.66911884
234,University of Warsaw,22.9921458863,0.332561808212,1043.05017733
235,Stony Brook University,57.6565564037,2.06811008937,46440.3807806
236,University of Notre Dame,17.4041051739,0.113646027915,914.51561822
237,University of Western Australia,9.06929601357,0.152880873557,1586.71041813
238,IIT Hyderabad,4.18126378287,0.0727442594777,271.810866304
239,IIT Bombay,116.844918069,13.0634890749,963737.960922
240,IIIT Hyderabad,20.6785835454,0.15457904344,1607.93609201
241,University of Maryland-Baltimore County,21.0263126865,0.123470587234,1410.12796141
242,University of New South Wales,,,
243,University of Alberta,72.1243607453,2.82767585091,61565.3475591
244,Aarhus University,27.2357797165,2.38149828226,73103.6443696
245,University of Zurich,27.3620998425,1.92370155127,76401.7902303
246,Max Planck Institute,97.4914279825,8.98042828068,1750245.10256
247,TU Darmstadt,28.0707124682,0.6197944755,20175.6348364
248,University of Athens,84.2460547848,7.38176289878,652486.820015
249,Stevens Institute of Technology,9.0226653944,0.348783955961,4101.24244152
250,University of Calgary,22.0334775233,0.100536985795,1180.38326644
251,University of Massachusetts Lowell,21.17927905,3.15956382196,84330.3985773
252,Rutgers University,99.9640102827,4.98040075492,218815.645274
253,Ecole Normale Superieure de Lyon,15.7231806616,0.0,0.0
254,Colorado State University,10.3205004241,0.0787433114888,723.029903902
255,IIT Delhi,20.0607888041,1.91786480988,34235.9288922
256,BITS Pilani,1.68422391858,0.0,0.0
257,University of Auckland,14.7813910093,0.135370337531,1161.13473542
258,National University of Singapore,327.367163313,36.2742174244,5182546.63062
259,University of Canterbury,2.95763358779,0.0,0.0
260,Chennai Mathematical Institute,,,
261,University of Montreal,16.3045038168,0.00199597100296,5.04381872448
262,George Mason University,74.7973967042,2.75485915797,70183.5383213
263,University of Luxembourg,9.94944868533,0.0,0.0
264,Hebrew University of Jerusalem,50.01072095,4.13561939975,191075.837882
265,Simon Fraser University,106.806621945,7.26337108179,541993.402167
266,Indiana University,42.4357096409,2.60235575362,73032.6168248
267,University of Toronto,135.128537518,18.4149031239,2453078.00813
268,University at Buffalo,59.1656801722,2.72387223424,51541.4833722
269,TU Munich,77.5028837998,11.683140584,871499.330498
270,University of Waikato,8.58405428329,0.00563398666447,14.0680647012
