,Name,Data mining pscore norm,Data mining year norm,Data mining year combined norm
150,Universidade Federal Fluminense,17.6801592879,1.5159321327,28562.1056921
151,Imperial College London,76.4373084302,0.306101977146,3123.74176257
152,University of Oxford,97.7693722183,0.315053260697,2979.46351081
153,University of Cambridge,32.1940676974,0.138253552257,806.207253935
154,ETH Zurich,119.631109288,0.908162181856,17432.3033355
155,École Polytechnique ParisTech,10.2556921996,0.0,0.0
156,University of Texas at Arlington,116.494227487,6.28919133658,324934.236503
157,Ecole Normale Superieure,36.1277387366,0.114871271966,1228.4856911
158,IIIT Bangalore,6.36232138674,0.0,0.0
159,Nanyang Technological University,183.752892949,6.71373362607,145209.751905
160,University of Waterloo,124.551929191,0.889098935702,15228.3253018
161,Western University,40.7532443195,2.88267250606,101563.30127
162,University of Nebraska,23.1123976691,0.186707510257,1074.32421769
163,Victoria University of Wellington,21.8213867416,0.234947368121,2305.40084692
164,University of Queensland,87.4106465214,2.77685170209,93340.8856373
165,Indiana University-Purdue University Indianapolis,,,
166,Chulalongkorn University,2.98699929726,0.0155832523342,52.9051416745
167,University of Pittsburgh,46.2359803233,0.80754199458,12481.2583425
168,University of Michigan,204.89497712,7.44740260142,465045.41716
169,IIT Madras,21.8936753338,0.144981011526,678.673519994
170,City University of New York,,,
171,University of British Columbia,90.3012514001,2.35252478663,99770.2391409
172,Queen’s University,24.9176655624,0.146115728666,804.641053304
173,Virginia Commonwealth University,10.4441153833,0.112158119233,525.616241402
174,Polytechnic University of Catalonia,19.9924689623,0.0,0.0
175,Emory University,31.2970953385,1.07845833343,19938.4962516
176,Ecole Normale Superieure de Cachan,18.2601796568,0.0149017974375,393.526666731
177,Georgetown University,31.9552237058,0.496473116736,4453.92373914
178,Binghamton University,39.3407238229,2.22427105725,49381.4067854
179,University of Otago,5.57981962989,0.0191268980682,30.3352603362
180,VU Amsterdam,57.7981026001,0.368680513177,10324.5728218
181,McMaster University,8.55709768096,0.101183634253,385.967287135
182,Monash University,76.4585382994,3.38811472016,84652.3390322
183,Tel Aviv University,67.1856707827,0.0689009820941,690.126997399
184,Boise State University,6.35694542047,0.241338993992,437.964968712
185,Drexel University,18.6447242556,0.0308903563431,117.215238098
186,Boston College,8.84691965331,0.0844537636976,271.207736252
187,University of Bristol,20.1706840009,0.540607352662,8669.78737367
188,University of Kent,11.1422338144,0.15944846905,1250.20220519
189,Politecnico di Milano,77.1943520316,0.255444764671,2649.93446013
190,Australian National University,91.078021785,3.44972778472,85637.2801985
191,Toyota Technological Institute at Chicago,18.9252518154,0.202195171763,3120.71968508
192,Technion-Israel Institute of Technology,125.473238965,0.938767175473,17433.4063434
193,TU Delft,52.6827159254,0.142939836895,917.896652751
194,University of Minnesota,208.764240538,14.8617872922,745945.957371
195,New Mexico State University,14.9514523308,0.475618884132,3864.33722728
196,Pennsylvania State University,126.400459215,4.15977585715,244396.351536
197,TU Dresden,47.0913680019,0.273887536121,9707.02500729
198,University of Salerno,25.7362497072,0.0437496825901,91.0142762025
199,Washington University in St. Louis,39.4623330991,1.00700354665,19236.5278223
200,McGill University,42.9769977914,0.241682138992,4295.00089677
201,Naval Postgraduate School,11.3692316702,0.0248223523709,115.101247944
202,University of Edinburgh,104.167286584,0.339382170082,4499.5183997
203,RWTH Aachen,40.792223003,0.0333238610474,373.914320084
204,University of Bath,8.19067697353,0.0,0.0
205,IIT Kharagpur,23.0300421644,0.216022740892,1211.4545306
206,University of Melbourne,103.508245491,4.45215264784,142257.926847
207,IMDEA Software Institute,2.59003189362,0.0,0.0
208,University of Sydney,59.7187698692,3.2895712026,91228.0986922
209,University of North Carolina,26.6722320973,0.113972347356,660.809871049
210,IIIT Delhi,7.93647028969,0.0401967689002,204.391068516
211,University of Nevada,5.70378308737,0.0103905737098,15.8774738735
212,Concordia University,24.3797376435,0.100867182372,543.46090769
213,IISc Bangalore,43.0621515577,1.2125077189,16890.9142863
214,Rochester Institute of Technology,17.2914951645,0.0631035357437,247.100227639
215,DIKU,15.0332630593,0.0118648930808,47.5426265747
216,Chulalongkorn Uniersity,0.0639494026704,0.0,0.0
217,Worcester Polytechnic Institute,71.0963106114,3.63988387906,103050.128386
218,IST Austria,10.7983274968,0.0185884332085,88.3879999063
219,University College London,115.832091825,1.34100858282,23806.5831195
220,Columbia University,148.128113811,1.2808952555,27192.0227565
221,Massey University,6.64186007246,0.0,0.0
222,University of Miami,11.9661513235,0.158330351046,2778.2891567
223,IIT Roorkee,4.01868118997,0.0463060565836,143.317245126
224,University of Tartu,8.03291168892,0.0143604266522,45.6416029648
225,University of Victoria,14.759814044,0.0428814127073,148.750157858
226,Carleton University,30.0508081518,0.269261368696,2763.76476149
227,Athens University of Economics and Business,45.0315530569,1.36285658082,33736.0980656
228,Texas A&M University,60.4217050004,0.826201413955,11099.6117402
229,EPFL,99.775936315,0.303386065134,6360.73812429
230,Bar-Ilan University,54.8610154603,0.480368645955,6418.53860098
231,University of Maryland-College Park,129.163797896,0.853148256948,17766.6178798
232,IIT Kanpur,20.198336847,0.22576760295,1367.27190524
233,University of Adelaide,34.4377020379,0.244997483637,2891.81175813
234,University of Warsaw,16.7328297025,0.0409449146693,130.680204632
235,Stony Brook University,63.1356523776,0.328310994717,2885.92585894
236,University of Notre Dame,52.064675568,3.22224412814,107332.394614
237,University of Western Australia,13.3264816116,0.0946156397489,386.378251349
238,IIT Hyderabad,4.39399156711,0.0155706614772,45.388478206
239,IIT Bombay,76.4015523286,2.81387126469,79481.3562732
240,IIIT Hyderabad,38.7232958538,0.787243542981,4868.27827962
241,University of Maryland-Baltimore County,55.319948635,0.635109472197,10468.7279458
242,University of New South Wales,,,
243,University of Alberta,186.323652179,5.07359829142,201190.922441
244,Aarhus University,24.1242880568,1.28418734851,29368.0804731
245,University of Zurich,21.647717766,0.161538452677,1960.59743545
246,Max Planck Institute,104.944354212,1.14729861954,66623.8406023
247,TU Darmstadt,37.5429960178,0.712689331565,9357.0554969
248,University of Athens,60.9595785871,1.51788464421,72270.1899349
249,Stevens Institute of Technology,12.0582630593,0.499284488942,3682.62236776
250,University of Calgary,32.8591063481,0.164521352269,2631.95269971
251,University of Massachusetts Lowell,17.397282736,0.0475183834013,122.226188031
252,Rutgers University,94.0942570305,2.03640884274,34645.9423239
253,Ecole Normale Superieure de Lyon,21.8942492387,0.0,0.0
254,Colorado State University,14.9290192863,0.0294794398319,118.097690623
255,IIT Delhi,24.2627078941,0.40808384201,2932.7129105
256,BITS Pilani,2.53794799719,0.0,0.0
257,University of Auckland,22.8943078004,0.514506442612,3653.31719254
258,National University of Singapore,270.421235761,6.26875772109,286086.283967
259,University of Canterbury,5.07513469197,0.0208045947095,18.6409168597
260,Chennai Mathematical Institute,,,
261,University of Montreal,58.3006148981,0.455197081872,11816.5728732
262,George Mason University,83.2462704548,3.74527771425,82581.2132217
263,University of Luxembourg,16.1735769501,0.0160870712928,107.141066201
264,Hebrew University of Jerusalem,89.1403763567,0.476562543922,4160.77476045
265,Simon Fraser University,170.362201069,15.3690981925,1361531.13027
266,Indiana University,52.3705353657,0.616395688609,7042.01790253
267,University of Toronto,119.257234134,0.901435963512,34665.1353869
268,University at Buffalo,93.9748008901,3.50696277797,110051.642642
269,TU Munich,58.8035839775,0.0474761863959,116.440089229
270,University of Waikato,32.0015226048,1.94490649685,39660.9743365
