,entity/cn,,entity/dcn,entity/f/0/fId,entity/f/0/fn,entity/f/1/fId,entity/f/1/fn,entity/f/2/fId,entity/f/2/fn,entity/f/3/fId,entity/f/3/fn,entity/f/4/fId,entity/f/4/fn,entity/f/5/fId,entity/f/5/fn,entity/f/6/fId,entity/f/6/fn,entity/f/7/fId,entity/f/7/fn,entity/f/8/fId,entity/f/8/fn,entity/f/9/fId,entity/f/9/fn,entity/f/10/fId,entity/f/10/fn,entity/f/11/fId,entity/f/11/fn,entity/f/12/fId,entity/f/12/fn,entity/f/13/fId,entity/f/13/fn,entity/f/14/fId,entity/f/14/fn,entity/f/15/fId,entity/f/15/fn,entity/f/16/fId,entity/f/16/fn,entity/f/17/fId,entity/f/17/fn,entity/f/18/fId,entity/f/18/fn,entity/e,entity/extended/dn,entity/extended/sn,entity/extended/pc,entity/ty,entity/id,entity/cc,entity/ecc,displayedTitle,publicationCount,citationCount,entity/f/19/fId,entity/f/19/fn
conf/,airs,conf/airs,AIRS: Asia Information Retrieval Symposium,23123220,Information retrieval,41008148,Computer Science,154945302,Artificial intelligence,87868495,Information processing,11413529,Algorithm,77088390,Database,46312422,Communication,195324797,Natural language,119857082,Machine learning,49774154,Multimedia,204321447,Natural language processing,124101348,Data mining,155092808,Computational linguistics,56739046,Knowledge management,45374587,Computation,121017731,Information technology,95831776,Information science,136764020,World Wide Web,124246873,Semantics,"{""DN"":""Asia Information Retrieval Symposium"",""SN"":""AIRS"",""PC"":601}",Asia Information Retrieval Symposium,AIRS,601,3,1182750626,1882,1882,AIRS: Asia Information Retrieval Symposium,0,0,,
conf/,ismb,conf/ismb,ISMB: Intelligent Systems in Molecular Biology,60644358,Bioinformatics,70721500,Computational biology,41008148,Computer Science,11413529,Algorithm,77088390,Database,124101348,Data mining,45374587,Computation,119857082,Machine learning,154945302,Artificial intelligence,87868495,Information processing,36464697,Visualization,46312422,Communication,124246873,Semantics,72634772,Data integration,71472368,Text mining,121017731,Information technology,115901376,Automation,139502532,Computational intelligence,2129575,Semantic Web,"{""DN"":""Intelligent Systems in Molecular Biology"",""SN"":""ISMB"",""PC"":954}",Intelligent Systems in Molecular Biology,ISMB,954,3,1140680567,49430,49430,ISMB: Intelligent Systems in Molecular Biology,0,0,80444323,Theoretical computer science
conf/,das,conf/das,DAS: Document Analysis Systems,46312422,Communication,169760540,Neuroscience,77088390,Database,124246873,Semantics,87868495,Information processing,49774154,Multimedia,90509273,Robot,195324797,Natural language,204321447,Natural language processing,178253425,Visual perception,41008148,Computer Science,98954769,Lexical semantics,43971567,Logical reasoning,11413529,Algorithm,45374587,Computation,121017731,Information technology,21442007,Graphics,154945302,Artificial intelligence,136764020,World Wide Web,"{""DN"":""Document Analysis Systems"",""SN"":""DAS"",""PC"":5236}",Document Analysis Systems,DAS,5236,3,1154283601,20330,20330,DAS: Document Analysis Systems,0,0,,
conf/,ideas,conf/ideas,IDEAS: International Database Engineering and Applications Symposium,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"{""DN"":""International Database Engineering and Applications Symposium"",""SN"":""IDEAS"",""PC"":1081}",International Database Engineering and Applications Symposium,IDEAS,1081,3,1165822292,6196,6196,IDEAS: International Database Engineering and Applications Symposium,0,0,,
conf/,aamas,conf/aamas,AAMAS: Adaptive Agents and Multi-Agents Systems,154945302,Artificial intelligence,41008148,Computer Science,46312422,Communication,45374587,Computation,11413529,Algorithm,115286129,Cybernetics,34413123,Robotics,115903868,Software Engineering,124246873,Semantics,87868495,Information processing,115901376,Automation,90509273,Robot,119857082,Machine learning,49774154,Multimedia,121017731,Information technology,139502532,Computational intelligence,177142836,Game theory,124101348,Data mining,120314980,Distributed computing,"{""DN"":""Adaptive Agents and Multi-Agents Systems"",""SN"":""AAMAS"",""PC"":5212}",Adaptive Agents and Multi-Agents Systems,AAMAS,5212,3,1168671587,71498,71498,AAMAS: Adaptive Agents and Multi-Agents Systems,0,0,,
conf/,iiix,conf/iiix,IIiX: Information Interaction in Context,23123220,Information retrieval,41008148,Computer Science,95831776,Information science,49774154,Multimedia,56739046,Knowledge management,87868495,Information processing,154945302,Artificial intelligence,77088390,Database,121017731,Information technology,46312422,Communication,124101348,Data mining,36464697,Visualization,195324797,Natural language,128487930,Information management,518677369,Social media,136764020,World Wide Web,119857082,Machine learning,155092808,Computational linguistics,204321447,Natural language processing,"{""DN"":""Information Interaction in Context"",""SN"":""IIiX"",""PC"":238}",Information Interaction in Context,IIiX,238,3,1193622546,1157,1157,IIiX: Information Interaction in Context,0,0,,
conf/,ci,conf/ci,CI: Computational Intelligence,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"{""DN"":""Computational Intelligence"",""SN"":""CI"",""PC"":9684}",Computational Intelligence,CI,9684,3,1120693805,35367,35367,CI: Computational Intelligence,0,0,,
conf/,adc,conf/adc,ADC: Australasian Database Conference,77088390,Database,46312422,Communication,11413529,Algorithm,41008148,Computer Science,143409427,Magnetic resonance imaging,169760540,Neuroscience,45374587,Computation,121017731,Information technology,49774154,Multimedia,518677369,Social media,154945302,Artificial intelligence,124101348,Data mining,60644358,Bioinformatics,36464697,Visualization,115901376,Automation,136764020,World Wide Web,124246873,Semantics,104267543,Signal processing,56739046,Knowledge management,"{""DN"":""Australasian Database Conference"",""SN"":""ADC"",""PC"":543}",Australasian Database Conference,ADC,543,3,1186529236,4132,4132,ADC: Australasian Database Conference,0,0,,
conf/,mmm,conf/mmm,MMM: Conference on Multimedia Modeling,49774154,Multimedia,41008148,Computer Science,46312422,Communication,11413529,Algorithm,77088390,Database,21442007,Graphics,45374587,Computation,104267543,Signal processing,36464697,Visualization,23123220,Information retrieval,9417928,Image processing,31972630,Computer vision,124101348,Data mining,119599485,Electrical engineering,178980831,Pattern recognition,154945302,Artificial intelligence,121017731,Information technology,95831776,Information science,87868495,Information processing,"{""DN"":""Conference on Multimedia Modeling"",""SN"":""MMM"",""PC"":1546}",Conference on Multimedia Modeling,MMM,1546,3,1123621769,5716,5716,MMM: Conference on Multimedia Modeling,0,0,,
conf/,ecai,conf/ecai,ECAI: European Conference on Artificial Intelligence,154945302,Artificial intelligence,41008148,Computer Science,45374587,Computation,46312422,Communication,124246873,Semantics,11413529,Algorithm,119857082,Machine learning,77088390,Database,124101348,Data mining,87868495,Information processing,49774154,Multimedia,139502532,Computational intelligence,34413123,Robotics,195324797,Natural language,121017731,Information technology,128838566,Logic programming,115286129,Cybernetics,115903868,Software Engineering,2129575,Semantic Web,"{""DN"":""European Conference on Artificial Intelligence"",""SN"":""ECAI"",""PC"":3212}",European Conference on Artificial Intelligence,ECAI,3212,3,1162831978,29004,29004,ECAI: European Conference on Artificial Intelligence,0,0,,
conf/,er,conf/er,ER: International Conference on Conceptual Modeling,46312422,Communication,77088390,Database,41008148,Computer Science,11413529,Algorithm,45374587,Computation,124246873,Semantics,49774154,Multimedia,121017731,Information technology,115903868,Software Engineering,201995342,Systems engineering,154945302,Artificial intelligence,36464697,Visualization,136764020,World Wide Web,169760540,Neuroscience,84685590,Knowledge engineering,115901376,Automation,21442007,Graphics,1668388,Data management,124101348,Data mining,"{""DN"":""International Conference on Conceptual Modeling"",""SN"":""ER"",""PC"":1817}",International Conference on Conceptual Modeling,ER,1817,3,1176514135,17671,17671,ER: International Conference on Conceptual Modeling,0,0,,
conf/,icwe,conf/icwe,ICWE: International Conference on Web Engineering,97200028,Web engineering,41008148,Computer Science,115903868,Software Engineering,77088390,Database,46312422,Communication,124246873,Semantics,49774154,Multimedia,136764020,World Wide Web,2129575,Semantic Web,154945302,Artificial intelligence,121017731,Information technology,201995342,Systems engineering,11413529,Algorithm,84685590,Knowledge engineering,45374587,Computation,79974875,Cloud computing,56739046,Knowledge management,36464697,Visualization,95831776,Information science,"{""DN"":""International Conference on Web Engineering"",""SN"":""ICWE"",""PC"":1170}",International Conference on Web Engineering,ICWE,1170,3,1186729694,6967,6967,ICWE: International Conference on Web Engineering,0,0,,
conf/,tpdl,conf/tpdl,TPDL: Theory and Practice of Digital Libraries,41008148,Computer Science,23123220,Information retrieval,77088390,Database,49774154,Multimedia,95831776,Information science,2129575,Semantic Web,124246873,Semantics,56739046,Knowledge management,46312422,Communication,36464697,Visualization,124101348,Data mining,154945302,Artificial intelligence,121017731,Information technology,136764020,World Wide Web,195324797,Natural language,87868495,Information processing,128487930,Information management,119857082,Machine learning,204321447,Natural language processing,"{""DN"":""Theory and Practice of Digital Libraries"",""SN"":""TPDL"",""PC"":422}",Theory and Practice of Digital Libraries,TPDL,422,3,1180172597,1833,1833,TPDL: Theory and Practice of Digital Libraries,0,0,,
conf/,infocom,conf/infocom,INFOCOM: International Conference on Computer Communications,46312422,Communication,41008148,Computer Science,11413529,Algorithm,49774154,Multimedia,144543869,Mobile computing,76155785,Telecommunications,120314980,Distributed computing,45374587,Computation,104267543,Signal processing,108037233,Wireless network,77088390,Database,87868495,Information processing,52622258,Information theory,115901376,Automation,119599485,Electrical engineering,79974875,Cloud computing,121017731,Information technology,104954878,Routing protocol,129763632,Network management,"{""DN"":""International Conference on Computer Communications"",""SN"":""INFOCOM"",""PC"":10193}",International Conference on Computer Communications,INFOCOM,10193,3,1143723981,315554,315554,INFOCOM: International Conference on Computer Communications,0,0,,
conf/,apweb,conf/apweb,APWeb: Asia-Pacific Web Conference,41008148,Computer Science,77088390,Database,124101348,Data mining,11413529,Algorithm,136764020,World Wide Web,56739046,Knowledge management,23123220,Information retrieval,49774154,Multimedia,45374587,Computation,115903868,Software Engineering,84685590,Knowledge engineering,121017731,Information technology,95831776,Information science,154945302,Artificial intelligence,46312422,Communication,75684735,Big data,36464697,Visualization,1668388,Data management,128487930,Information management,"{""DN"":""Asia-Pacific Web Conference"",""SN"":""APWeb"",""PC"":1408}",Asia-Pacific Web Conference,APWeb,1408,3,1140082307,4650,4650,APWeb: Asia-Pacific Web Conference,0,0,,
conf/,nldb,conf/nldb,NLDB: Applications of Natural Language to Data Bases,195324797,Natural language,41008148,Computer Science,204321447,Natural language processing,154945302,Artificial intelligence,77088390,Database,124246873,Semantics,23123220,Information retrieval,56739046,Knowledge management,155092808,Computational linguistics,46312422,Communication,2129575,Semantic Web,84685590,Knowledge engineering,49774154,Multimedia,11413529,Algorithm,121017731,Information technology,136764020,World Wide Web,124101348,Data mining,119857082,Machine learning,95831776,Information science,"{""DN"":""Applications of Natural Language to Data Bases"",""SN"":""NLDB"",""PC"":652}",Applications of Natural Language to Data Bases,NLDB,652,3,1128394114,3628,3628,NLDB: Applications of Natural Language to Data Bases,0,0,,
conf/,cscw,conf/cscw,CSCW: Conference on Computer Supported Cooperative Work,46312422,Communication,41008148,Computer Science,49774154,Multimedia,36464697,Visualization,172195944,Ubiquitous computing,121017731,Information technology,21442007,Graphics,115903868,Software Engineering,518677369,Social media,77088390,Database,154945302,Artificial intelligence,136764020,World Wide Web,74216064,Social computing,95831776,Information science,11413529,Algorithm,87868495,Information processing,23123220,Information retrieval,45374587,Computation,86256295,Social network,"{""DN"":""Conference on Computer Supported Cooperative Work"",""SN"":""CSCW"",""PC"":2562}",Conference on Computer Supported Cooperative Work,CSCW,2562,3,1195049314,95097,95097,CSCW: Conference on Computer Supported Cooperative Work,0,0,,
conf/,fuzz-ieee,conf/fuzz-ieee,FUZZ-IEEE: IEEE International Conference on Fuzzy Systems,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"{""DN"":""IEEE International Conference on Fuzzy Systems"",""SN"":""FUZZ-IEEE"",""PC"":7582}",IEEE International Conference on Fuzzy Systems,FUZZ-IEEE,7582,3,2537950500,46486,46486,FUZZ-IEEE: IEEE International Conference on Fuzzy Systems,0,0,,
