,Rank.0,Vkey.0,Subareas.0,Precision.0@k,Recall.0@k,Rank.1,Vkey.1,Subareas.1,Precision.1@k,Recall.1@k,Rank.2,Vkey.2,Subareas.2,Precision.2@k,Recall.2@k
29,30,conf/chi,['Human-computer interaction'],0.333333333333,0.5,30,conf/inex,['Information retrieval'],0.533333333333,0.8,30,conf/naacl,['Natural language processing'],0.633333333333,0.95
30,31,conf/cikm,"['Database', 'Information retrieval', 'Knowledge management']",0.354838709677,0.55,31,conf/icml,['Machine learning'],0.516129032258,0.8,31,journals/pvldb,['Database'],0.612903225806,0.95
31,32,conf/ecir,['Information retrieval'],0.375,0.6,32,conf/nips,['Machine learning'],0.5,0.8,32,conf/dgo,['Algorithm'],0.59375,0.95
32,33,journals/jasis,['Information retrieval'],0.393939393939,0.65,33,conf/vldb,['Database'],0.484848484848,0.8,33,conf/emnlp,['Natural language processing'],0.575757575758,0.95
33,34,conf/mm,['Multimedia'],0.382352941176,0.65,34,conf/mmm,['Multimedia'],0.470588235294,0.8,34,conf/icdm,['Data mining'],0.558823529412,0.95
34,35,journals/tois,['Information retrieval'],0.4,0.7,35,conf/isi,['Internet privacy'],0.457142857143,0.8,35,conf/webi,['World Wide Web'],0.542857142857,0.95
35,36,conf/ntcir,['Information retrieval'],0.416666666667,0.75,36,conf/webi,['World Wide Web'],0.444444444444,0.8,36,conf/acl,"['Machine learning', 'Natural language processing']",0.527777777778,0.95
36,37,conf/kdd,"['Data mining', 'Knowledge management']",0.405405405405,0.75,37,conf/naacl,['Natural language processing'],0.432432432432,0.8,37,journals/tmm,['Multimedia'],0.513513513514,0.95
37,38,journals/tkde,"['Database', 'Knowledge management']",0.394736842105,0.75,38,journals/cacm,['Algorithm'],0.421052631579,0.8,38,conf/icde,['Database'],0.5,0.95
38,39,conf/acl,"['Machine learning', 'Natural language processing']",0.384615384615,0.75,39,conf/chi,['Human-computer interaction'],0.410256410256,0.8,39,conf/vldb,['Database'],0.487179487179,0.95
39,40,conf/icdm,['Data mining'],0.375,0.75,40,journals/pvldb,['Database'],0.4,0.8,40,conf/icml,['Machine learning'],0.475,0.95
40,41,conf/ercimdl,[''],0.365853658537,0.75,41,conf/iiix,"['Human-computer interaction', 'Information retrieval']",0.414634146341,0.85,41,conf/sigmod,['Database'],0.463414634146,0.95
41,42,conf/riao,['Information retrieval'],0.380952380952,0.8,42,conf/cvpr,"['Computer vision', 'Pattern recognition']",0.404761904762,0.85,42,conf/coling,['Natural language processing'],0.452380952381,0.95
42,43,conf/isi,['Internet privacy'],0.372093023256,0.8,43,conf/emnlp,['Natural language processing'],0.395348837209,0.85,43,conf/aaai,['Artificial intelligence'],0.441860465116,0.95
43,44,journals/cacm,['Algorithm'],0.363636363636,0.8,44,conf/sdm,['Data mining'],0.386363636364,0.85,44,conf/ijcai,['Artificial intelligence'],0.431818181818,0.95
44,45,journals/pvldb,['Database'],0.355555555556,0.8,45,conf/ictir,['Information retrieval'],0.4,0.9,45,conf/icmcs,['Multimedia'],0.422222222222,0.95
45,46,conf/iiix,"['Human-computer interaction', 'Information retrieval']",0.369565217391,0.85,46,conf/mir,"['Information retrieval', 'Multimedia']",0.413043478261,0.95,46,conf/nips,['Machine learning'],0.413043478261,0.95
46,47,conf/ictir,['Information retrieval'],0.382978723404,0.9,47,journals/tmm,['Multimedia'],0.404255319149,0.95,47,conf/lrec,['Natural language processing'],0.404255319149,0.95
47,48,conf/mir,"['Information retrieval', 'Multimedia']",0.395833333333,0.95,48,conf/icwsm,['World Wide Web'],0.395833333333,0.95,48,conf/cvpr,"['Computer vision', 'Pattern recognition']",0.395833333333,0.95
48,49,journals/tmm,['Multimedia'],0.387755102041,0.95,49,conf/dgo,['Algorithm'],0.387755102041,0.95,49,journals/cacm,['Algorithm'],0.387755102041,0.95
49,50,conf/dgo,['Algorithm'],0.38,0.95,50,conf/lrec,['Natural language processing'],0.38,0.95,50,conf/chi,['Human-computer interaction'],0.38,0.95
