,Rank.0,Vkey.0,Subareas.0,Precision.0@k,Recall.0@k,Rank.1,Vkey.1,Subareas.1,Precision.1@k,Recall.1@k,Rank.2,Vkey.2,Subareas.2,Precision.2@k,Recall.2@k
15,16,conf/jcdl,['Multimedia'],0.125,0.153846153846,16,conf/clef,['Information retrieval'],0.25,0.307692307692,16,journals/tist,"['Algorithm', 'Artificial intelligence']",0.25,0.307692307692
16,17,journals/sigkdd,"['Data mining', 'Knowledge management']",0.176470588235,0.230769230769,17,conf/edbt,['Database'],0.235294117647,0.307692307692,17,conf/kdd,"['Data mining', 'Knowledge management']",0.294117647059,0.384615384615
17,18,conf/ssdbm,"['Bioinformatics', 'Data mining', 'Database']",0.166666666667,0.230769230769,18,conf/wsdm,"['Data mining', 'World Wide Web']",0.222222222222,0.307692307692,18,journals/tkde,"['Data mining', 'Data science', 'Knowledge management']",0.333333333333,0.461538461538
18,19,conf/dasfaa,"['Data mining', 'Database']",0.157894736842,0.230769230769,19,conf/waim,"['Database', 'World Wide Web']",0.210526315789,0.307692307692,19,conf/airs,"['Data mining', 'Information retrieval']",0.315789473684,0.461538461538
19,20,conf/spire,"['Information retrieval', 'Pattern recognition']",0.15,0.230769230769,20,conf/jcdl,['Multimedia'],0.2,0.307692307692,20,journals/pvldb,"['Data science', 'Database', 'Information retrieval']",0.3,0.461538461538
20,21,conf/trec,['Information retrieval'],0.142857142857,0.230769230769,21,journals/sigir,"['Information retrieval', 'Machine learning']",0.190476190476,0.307692307692,21,journals/www,['World Wide Web'],0.285714285714,0.461538461538
21,22,conf/wise,"['Data mining', 'World Wide Web']",0.136363636364,0.230769230769,22,journals/vldb,"['Data science', 'Database', 'Information retrieval']",0.181818181818,0.307692307692,22,conf/icde,"['Data mining', 'Data science', 'Database']",0.272727272727,0.461538461538
22,23,conf/dawak,"['Data mining', 'Database', 'Knowledge management']",0.173913043478,0.307692307692,23,conf/apweb,['World Wide Web'],0.173913043478,0.307692307692,23,conf/edbt,['Database'],0.260869565217,0.461538461538
23,24,conf/inex,['Information retrieval'],0.166666666667,0.307692307692,24,conf/webi,"['Data science', 'Knowledge management']",0.208333333333,0.384615384615,24,conf/icdm,"['Data mining', 'Machine learning']",0.25,0.461538461538
24,25,journals/sigir,"['Information retrieval', 'Machine learning']",0.16,0.307692307692,25,conf/wise,"['Data mining', 'World Wide Web']",0.2,0.384615384615,25,journals/sigkdd,"['Data mining', 'Knowledge management']",0.28,0.538461538462
25,26,conf/waim,"['Database', 'World Wide Web']",0.153846153846,0.307692307692,26,journals/dke,['Knowledge management'],0.230769230769,0.461538461538,26,conf/pakdd,['Data mining'],0.269230769231,0.538461538462
26,27,conf/airs,"['Data mining', 'Information retrieval']",0.148148148148,0.307692307692,27,conf/pkdd,"['Data mining', 'Knowledge management']",0.259259259259,0.538461538462,27,conf/waim,"['Database', 'World Wide Web']",0.259259259259,0.538461538462
27,28,conf/icadl,['Information retrieval'],0.142857142857,0.307692307692,28,journals/kais,"['Information retrieval', 'Knowledge management']",0.285714285714,0.615384615385,28,conf/www,['World Wide Web'],0.25,0.538461538462
28,29,conf/cikm,"['Data mining', 'Knowledge management']",0.172413793103,0.384615384615,29,journals/sigmod,['Database'],0.275862068966,0.615384615385,29,conf/spire,"['Information retrieval', 'Pattern recognition']",0.241379310345,0.538461538462
29,30,journals/tkde,"['Data mining', 'Data science', 'Knowledge management']",0.2,0.461538461538,30,journals/tois,['Information retrieval'],0.266666666667,0.615384615385,30,conf/adc,['Database'],0.233333333333,0.538461538462
30,31,conf/kdd,"['Data mining', 'Knowledge management']",0.225806451613,0.538461538462,31,journals/ir,['Information retrieval'],0.258064516129,0.615384615385,31,journals/datamine,"['Data mining', 'Knowledge management']",0.258064516129,0.615384615385
31,32,conf/icdm,"['Data mining', 'Machine learning']",0.21875,0.538461538462,32,conf/airs,"['Data mining', 'Information retrieval']",0.25,0.615384615385,32,journals/dpd,"['Database', 'Distributed computing', 'Parallel computing']",0.25,0.615384615385
32,33,conf/ecir,"['Information retrieval', 'Natural language processing']",0.212121212121,0.538461538462,33,conf/ssdbm,"['Bioinformatics', 'Data mining', 'Database']",0.242424242424,0.615384615385,33,conf/ssd,['Database'],0.242424242424,0.615384615385
33,34,conf/pakdd,['Data mining'],0.205882352941,0.538461538462,34,conf/mdm,['Database'],0.235294117647,0.615384615385,34,journals/kais,"['Information retrieval', 'Knowledge management']",0.264705882353,0.692307692308
34,35,journals/pvldb,"['Data science', 'Database', 'Information retrieval']",0.2,0.538461538462,35,conf/icwsm,"['Data science', 'Machine learning']",0.228571428571,0.615384615385,35,conf/jcdl,['Multimedia'],0.257142857143,0.692307692308
35,36,journals/vldb,"['Data science', 'Database', 'Information retrieval']",0.194444444444,0.538461538462,36,conf/inex,['Information retrieval'],0.222222222222,0.615384615385,36,conf/apweb,['World Wide Web'],0.25,0.692307692308
36,37,conf/apweb,['World Wide Web'],0.189189189189,0.538461538462,37,conf/spire,"['Information retrieval', 'Pattern recognition']",0.216216216216,0.615384615385,37,conf/sigmod,['Database'],0.243243243243,0.692307692308
37,38,journals/dke,['Knowledge management'],0.210526315789,0.615384615385,38,journals/datamine,"['Data mining', 'Knowledge management']",0.236842105263,0.692307692308,38,conf/icwsm,"['Data science', 'Machine learning']",0.236842105263,0.692307692308
38,39,conf/pkdd,"['Data mining', 'Knowledge management']",0.230769230769,0.692307692308,39,journals/www,['World Wide Web'],0.230769230769,0.692307692308,39,conf/wise,"['Data mining', 'World Wide Web']",0.230769230769,0.692307692308
39,40,journals/kais,"['Information retrieval', 'Knowledge management']",0.25,0.769230769231,40,journals/sigkdd,"['Data mining', 'Knowledge management']",0.25,0.769230769231,40,conf/riao,['Information retrieval'],0.225,0.692307692308
40,41,journals/tois,['Information retrieval'],0.243902439024,0.769230769231,41,conf/icadl,['Information retrieval'],0.243902439024,0.769230769231,41,conf/vldb,"['Data science', 'Database', 'Information retrieval']",0.219512195122,0.692307692308
41,42,journals/datamine,"['Data mining', 'Knowledge management']",0.261904761905,0.846153846154,42,conf/adc,['Database'],0.238095238095,0.769230769231,42,conf/ssdbm,"['Bioinformatics', 'Data mining', 'Database']",0.214285714286,0.692307692308
42,43,conf/adc,['Database'],0.255813953488,0.846153846154,43,conf/riao,['Information retrieval'],0.232558139535,0.769230769231,43,conf/mdm,['Database'],0.209302325581,0.692307692308
43,44,conf/riao,['Information retrieval'],0.25,0.846153846154,44,journals/tist,"['Algorithm', 'Artificial intelligence']",0.227272727273,0.769230769231,44,journals/dke,['Knowledge management'],0.227272727273,0.769230769231
44,45,journals/tist,"['Algorithm', 'Artificial intelligence']",0.244444444444,0.846153846154,45,conf/dawak,"['Data mining', 'Database', 'Knowledge management']",0.244444444444,0.846153846154,45,conf/dawak,"['Data mining', 'Database', 'Knowledge management']",0.244444444444,0.846153846154
45,46,journals/tkdd,"['Data mining', 'Knowledge management']",0.260869565217,0.923076923077,46,journals/tkdd,"['Data mining', 'Knowledge management']",0.260869565217,0.923076923077,46,conf/clef,['Information retrieval'],0.239130434783,0.846153846154
46,47,conf/ictir,"['Information retrieval', 'Machine learning']",0.255319148936,0.923076923077,47,conf/ictir,"['Information retrieval', 'Machine learning']",0.255319148936,0.923076923077,47,conf/icadl,['Information retrieval'],0.234042553191,0.846153846154
47,48,journals/dpd,"['Database', 'Distributed computing', 'Parallel computing']",0.25,0.923076923077,48,journals/dpd,"['Database', 'Distributed computing', 'Parallel computing']",0.25,0.923076923077,48,journals/sigmod,['Database'],0.229166666667,0.846153846154
48,49,conf/widm,"['Knowledge management', 'World Wide Web']",0.265306122449,1.0,49,conf/widm,"['Knowledge management', 'World Wide Web']",0.265306122449,1.0,49,conf/webi,"['Data science', 'Knowledge management']",0.244897959184,0.923076923077
49,50,conf/ssd,['Database'],0.26,1.0,50,conf/ssd,['Database'],0.26,1.0,50,conf/pkdd,"['Data mining', 'Knowledge management']",0.26,1.0
